HPLC System Name,Executed Sequence,Chromatogram Name,Acquisition Date,Peak Name,CH,tR,Corrected Quantity,Quantity,Factor,Area,Height,Area%,Height%,Sample Name,ISTD Name,ISTD Amount,Warning,Calibration Curve Expression,Description,Sample Description,NTP,Resolution,Separation Factor,Symmetry Factor,Retension Factor,t0,Peak Width,Additional Information,Sample #,Volume,Type,S/N,Calculated Value1,Calculated Value2,Calculated Value3,Calculated Value4,Calculated Value5,Calculated Value6,Calculated Value7,Calculated Value8,Calculated Value9,Calculated Value10,Decision,Peak Factor,True Value,Sample Weight,p/v,RRT,Relative Resolution,Area Ratio,Height Ratio
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,19,13/12/2018 4:19:29 PM,Benzoic Acid,2,2.767,0.806840,0.806840,1.00000,1103261,91849,50.253,36.339,19,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1044,10.107,N/A,0.783,N/A,0.0000,0.202,,19,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,19,13/12/2018 4:19:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,1092149,160906,49.747,63.661,19,N/A,N/A,,,,,14401,N/A,N/A,1.045,N/A,0.0000,0.106,,19,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,20,13/12/2018 4:26:29 PM,Benzoic Acid,2,2.775,0.793583,0.793583,1.00000,1083295,85535,50.049,35.009,20,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,945,9.719,N/A,0.770,N/A,0.0000,0.212,,20,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,20,13/12/2018 4:26:29 PM,Unknown,2,5.408,N/A,N/A,1.00000,1081182,158788,49.951,64.991,20,N/A,N/A,,,,,14087,N/A,N/A,1.017,N/A,0.0000,0.107,,20,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,21,13/12/2018 4:33:29 PM,Unknown,2,2.750,N/A,N/A,1.00000,1043423,81586,48.395,33.232,21,N/A,N/A,,,,,927,9.828,N/A,0.864,N/A,0.0000,0.213,,21,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,21,13/12/2018 4:33:29 PM,Unknown,2,5.400,N/A,N/A,1.00000,1112629,163916,51.605,66.768,21,N/A,N/A,,,,,14492,N/A,N/A,1.040,N/A,0.0000,0.106,,21,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,22,13/12/2018 4:40:29 PM,Benzoic Acid,2,2.767,0.763666,0.763666,1.00000,1038235,83140,47.702,33.149,22,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1004,9.909,N/A,0.770,N/A,0.0000,0.206,,22,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,22,13/12/2018 4:40:29 PM,Unknown,2,5.392,N/A,N/A,1.00000,1138251,167665,52.298,66.851,22,N/A,N/A,,,,,14047,N/A,N/A,1.073,N/A,0.0000,0.107,,22,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,23,13/12/2018 4:47:28 PM,Unknown,2,2.742,N/A,N/A,1.00000,978461,75887,44.644,29.835,23,N/A,N/A,,,,,910,9.773,N/A,0.842,N/A,0.0000,0.214,,23,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,23,13/12/2018 4:47:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1213216,178471,55.356,70.165,23,N/A,N/A,,,,,14323,N/A,N/A,1.046,N/A,0.0000,0.106,,23,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,24,13/12/2018 4:54:28 PM,Benzoic Acid,2,2.783,0.689430,0.689430,1.00000,926425,73014,42.984,28.758,24,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,954,9.664,N/A,0.755,N/A,0.0000,0.212,,24,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,24,13/12/2018 4:54:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,1228833,180877,57.016,71.242,24,N/A,N/A,,,,,14015,N/A,N/A,1.085,N/A,0.0000,0.107,,24,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,25,13/12/2018 5:01:29 PM,Benzoic Acid,2,2.758,0.659659,0.659659,1.00000,881586,68472,40.680,26.608,25,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,909,9.697,N/A,0.810,N/A,0.0000,0.215,,25,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,25,13/12/2018 5:01:29 PM,Unknown,2,5.392,N/A,N/A,1.00000,1285564,188869,59.320,73.392,25,N/A,N/A,,,,,14578,N/A,N/A,1.084,N/A,0.0000,0.105,,25,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,26,13/12/2018 5:08:28 PM,Unknown,2,2.742,N/A,N/A,1.00000,863020,70417,39.709,26.772,26,N/A,N/A,,,,,1043,10.226,N/A,0.838,N/A,0.0000,0.200,,26,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,26,13/12/2018 5:08:28 PM,Unknown,2,5.383,N/A,N/A,1.00000,1310321,192609,60.291,73.228,26,N/A,N/A,,,,,14546,N/A,N/A,1.085,N/A,0.0000,0.105,,26,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,27,13/12/2018 5:15:27 PM,Benzoic Acid,2,2.767,0.613257,0.613257,1.00000,811698,66568,37.255,24.961,27,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1097,10.291,N/A,0.790,N/A,0.0000,0.197,,27,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,27,13/12/2018 5:15:27 PM,Unknown,2,5.400,N/A,N/A,1.00000,1367054,200117,62.745,75.039,27,N/A,N/A,,,,,14561,N/A,N/A,1.028,N/A,0.0000,0.105,,27,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,28,13/12/2018 5:22:28 PM,Benzoic Acid,2,2.767,0.581686,0.581686,1.00000,764148,61651,35.360,23.114,28,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1043,10.096,N/A,0.788,N/A,0.0000,0.202,,28,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,28,13/12/2018 5:22:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1396881,205078,64.640,76.886,28,N/A,N/A,,,,,14569,N/A,N/A,1.095,N/A,0.0000,0.105,,28,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,29,13/12/2018 5:29:28 PM,Benzoic Acid,2,2.767,0.549700,0.549700,1.00000,715973,55482,33.354,20.935,29,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,929,9.743,N/A,0.790,N/A,0.0000,0.214,,29,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,29,13/12/2018 5:29:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,1430636,209541,66.646,79.065,29,N/A,N/A,,,,,14579,N/A,N/A,1.028,N/A,0.0000,0.105,,29,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,30,13/12/2018 5:36:28 PM,Benzoic Acid,2,2.767,0.537011,0.537011,1.00000,696862,54602,32.213,20.181,30,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,944,9.748,N/A,0.772,N/A,0.0000,0.212,,30,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,30,13/12/2018 5:36:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1466458,215963,67.787,79.819,30,N/A,N/A,,,,,14395,N/A,N/A,1.051,N/A,0.0000,0.106,,30,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,31,13/12/2018 5:43:28 PM,Benzoic Acid,2,2.758,0.506288,0.506288,1.00000,650588,52070,30.639,19.384,31,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,942,9.817,N/A,0.817,N/A,0.0000,0.212,,31,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,31,13/12/2018 5:43:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1472832,216560,69.361,80.616,31,N/A,N/A,,,,,14597,N/A,N/A,1.085,N/A,0.0000,0.105,,31,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,32,13/12/2018 5:50:28 PM,Benzoic Acid,2,2.775,0.474578,0.474578,1.00000,602829,49594,28.075,17.915,32,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1009,9.939,N/A,0.747,N/A,0.0000,0.206,,32,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,32,13/12/2018 5:50:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1544382,227241,71.925,82.085,32,N/A,N/A,,,,,14597,N/A,N/A,1.070,N/A,0.0000,0.105,,32,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,33,13/12/2018 5:57:28 PM,Benzoic Acid,2,2.775,0.530233,0.530233,1.00000,686653,56806,32.208,21.066,33,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1070,10.146,N/A,0.751,N/A,0.0000,0.200,,33,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,33,13/12/2018 5:57:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,1445306,212852,67.792,78.934,33,N/A,N/A,,,,,14477,N/A,N/A,1.054,N/A,0.0000,0.106,,33,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,34,13/12/2018 6:04:28 PM,Benzoic Acid,2,2.767,0.572232,0.572232,1.00000,749909,59406,36.323,23.512,34,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,969,9.849,N/A,0.790,N/A,0.0000,0.209,,34,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,34,13/12/2018 6:04:28 PM,Unknown,2,5.392,N/A,N/A,1.00000,1314642,193252,63.677,76.488,34,N/A,N/A,,,,,14512,N/A,N/A,1.035,N/A,0.0000,0.105,,34,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,35,13/12/2018 6:11:28 PM,Benzoic Acid,2,2.775,0.565620,0.565620,1.00000,739951,56106,37.055,23.273,35,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,872,9.441,N/A,0.752,N/A,0.0000,0.221,,35,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,35,13/12/2018 6:11:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,1256969,184965,62.945,76.727,35,N/A,N/A,,,,,14150,N/A,N/A,1.022,N/A,0.0000,0.107,,35,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,36,13/12/2018 6:18:27 PM,Benzoic Acid,2,2.758,1.10949,1.10949,1.00000,1559090,125127,67.215,52.892,36,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,991,9.974,N/A,0.796,N/A,0.0000,0.206,,36,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,36,13/12/2018 6:18:27 PM,Unknown,2,5.392,N/A,N/A,1.00000,760472,111443,32.785,47.108,36,N/A,N/A,,,,,14528,N/A,N/A,1.099,N/A,0.0000,0.105,,36,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,37,13/12/2018 6:25:28 PM,Benzoic Acid,2,2.775,1.16539,1.16539,1.00000,1643292,131154,72.956,59.410,37,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,987,9.897,N/A,0.737,N/A,0.0000,0.208,,37,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,37,13/12/2018 6:25:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,609150,89608,27.044,40.590,37,N/A,N/A,,,,,14636,N/A,N/A,1.073,N/A,0.0000,0.105,,37,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,38,13/12/2018 6:32:27 PM,Benzoic Acid,2,2.775,0.543641,0.543641,1.00000,706847,55644,33.043,20.860,38,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1006,9.958,N/A,0.783,N/A,0.0000,0.206,,38,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,38,13/12/2018 6:32:27 PM,Unknown,2,5.400,N/A,N/A,1.00000,1432346,211111,66.957,79.140,38,N/A,N/A,,,,,14608,N/A,N/A,1.062,N/A,0.0000,0.105,,38,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,39,13/12/2018 6:39:28 PM,Unknown,2,2.733,N/A,N/A,1.00000,576818,46640,29.152,18.489,39,N/A,N/A,,,,,1003,10.202,N/A,0.906,N/A,0.0000,0.203,,39,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,39,13/12/2018 6:39:28 PM,Unknown,2,5.400,N/A,N/A,1.00000,1401835,205617,70.848,81.511,39,N/A,N/A,,,,,14561,N/A,N/A,1.032,N/A,0.0000,0.105,,39,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,40,13/12/2018 6:46:27 PM,Benzoic Acid,2,2.758,0.440854,0.440854,1.00000,552035,44382,28.086,17.568,40,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,988,9.956,N/A,0.805,N/A,0.0000,0.207,,40,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,40,13/12/2018 6:46:27 PM,Unknown,2,5.392,N/A,N/A,1.00000,1413513,208244,71.914,82.432,40,N/A,N/A,,,,,14461,N/A,N/A,1.055,N/A,0.0000,0.106,,40,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,41,13/12/2018 6:53:27 PM,Benzoic Acid,2,2.767,0.419017,0.419017,1.00000,519146,41515,27.458,17.035,41,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,984,9.925,N/A,0.818,N/A,0.0000,0.208,,41,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,41,13/12/2018 6:53:27 PM,Unknown,2,5.408,N/A,N/A,1.00000,1371578,202193,72.542,82.965,41,N/A,N/A,,,,,14288,N/A,N/A,1.058,N/A,0.0000,0.106,,41,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,42,13/12/2018 7:00:27 PM,Benzoic Acid,2,2.758,0.401518,0.401518,1.00000,492790,37675,27.223,16.254,42,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,923,9.795,N/A,0.849,N/A,0.0000,0.214,,42,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,42,13/12/2018 7:00:27 PM,Unknown,2,5.408,N/A,N/A,1.00000,1317398,194120,72.777,83.746,42,N/A,N/A,,,,,14541,N/A,N/A,1.053,N/A,0.0000,0.106,,42,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,43,13/12/2018 7:07:27 PM,Benzoic Acid,2,2.767,0.400114,0.400114,1.00000,490676,40222,26.936,17.068,43,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,1083,10.224,N/A,0.790,N/A,0.0000,0.198,,43,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,43,13/12/2018 7:07:27 PM,Unknown,2,5.392,N/A,N/A,1.00000,1330939,195428,73.064,82.932,43,N/A,N/A,,,,,14572,N/A,N/A,1.092,N/A,0.0000,0.105,,43,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,44,13/12/2018 7:14:27 PM,Benzoic Acid,2,2.758,0.415167,0.415167,1.00000,513348,40132,27.281,16.614,44,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,958,9.904,N/A,0.819,N/A,0.0000,0.210,,44,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,44,13/12/2018 7:14:27 PM,Unknown,2,5.400,N/A,N/A,1.00000,1368348,201422,72.719,83.386,44,N/A,N/A,,,,,14650,N/A,N/A,1.068,N/A,0.0000,0.105,,44,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,45,13/12/2018 7:21:27 PM,Benzoic Acid,2,2.767,0.421408,0.421408,1.00000,522747,41187,28.385,17.508,45,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,931,9.718,N/A,0.798,N/A,0.0000,0.213,,45,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,45,13/12/2018 7:21:27 PM,Unknown,2,5.400,N/A,N/A,1.00000,1318903,194064,71.615,82.492,45,N/A,N/A,,,,,14305,N/A,N/A,1.050,N/A,0.0000,0.106,,45,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.00000,N/A,N/A,N/A,N/A,N/A
UCL HPLC,MBDoE BzAcid 2018 New Column 13/12/2018 2:12:37 PM,46,13/12/2018 7:28:27 PM,Benzoic Acid,2,2.767,0.442799,0.442799,1.00000,554965,43490,30.870,19.197,46,N/A,N/A,Calibration Curve,Linear: y = -111951 + 1.506140e+006 * x,,,976,9.915,N/A,0.814,N/A,0.0000,0.208,,46,10.0,UNK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.00000,0.00000,0.00000,N/A,N/A,N/A,N/A,N/A
